product_id,brand,category,season,current_price,markdown_percentage,stock_quantity,customer_rating,is_returned,predicted_return_risk
FB000350,Zara,Dresses,Spring,53.59,46.7,30,,0,0.1355
FB000351,Forever21,Accessories,Summer,39.67,16.4,33,1.7,0,0.2352
FB000352,H&M,Bottoms,Summer,113.21,0.0,8,2.7,0,0.1138
FB000353,Banana Republic,Dresses,Spring,163.27,0.0,24,2.5,0,0.183
FB000354,Uniqlo,Accessories,Fall,44.58,0.0,21,,0,0.1269
FB000355,Forever21,Dresses,Summer,166.53,0.0,28,1.7,0,0.1886
FB000356,Banana Republic,Shoes,Summer,144.61,0.0,21,2.5,0,0.1897
FB000357,Mango,Accessories,Fall,31.0,0.0,29,1.9,0,0.1358
FB000358,Forever21,Accessories,Winter,48.41,29.4,4,3.5,0,0.1457
FB000359,Forever21,Dresses,Summer,31.77,56.5,15,3.0,1,0.3262
FB000360,H&M,Tops,Spring,95.19,0.0,13,4.1,0,0.0722
FB000361,Gap,Tops,Winter,104.94,0.0,42,2.0,0,0.1636
FB000362,Gap,Bottoms,Spring,97.29,0.0,42,4.5,0,0.1934
FB000363,Mango,Shoes,Winter,50.0,39.8,5,3.4,0,0.1317
FB000364,Uniqlo,Outerwear,Fall,86.13,0.0,28,2.7,0,0.0951
FB000365,Banana Republic,Bottoms,Summer,74.24,28.7,23,3.1,0,0.1709
FB000366,Uniqlo,Accessories,Fall,41.7,0.0,18,3.2,0,0.1353
FB000367,Banana Republic,Outerwear,Spring,80.11,0.0,34,1.8,0,0.1565
FB000368,Ann Taylor,Tops,Fall,97.84,0.0,16,,0,0.0612
FB000369,Gap,Bottoms,Fall,50.14,35.2,14,2.3,0,0.1303
FB000370,H&M,Accessories,Fall,22.68,37.6,49,4.0,1,0.2362
FB000371,Banana Republic,Outerwear,Winter,144.47,20.2,17,,1,0.171
FB000372,Zara,Outerwear,Spring,158.37,0.0,33,,0,0.1137
FB000373,Forever21,Shoes,Summer,91.98,0.0,48,3.9,0,0.113
FB000374,Zara,Shoes,Winter,62.71,55.3,5,4.4,0,0.1218
FB000375,Uniqlo,Tops,Spring,26.01,0.0,9,4.0,0,0.0558
FB000376,Forever21,Tops,Winter,46.21,9.5,34,1.1,0,0.102
FB000377,Gap,Outerwear,Fall,132.92,0.0,36,1.2,0,0.1121
FB000378,Gap,Accessories,Fall,16.57,0.0,17,,0,0.1734
FB000379,Forever21,Bottoms,Winter,42.6,45.8,6,2.7,0,0.1635
FB000380,Mango,Accessories,Summer,69.38,0.0,43,2.4,0,0.1521
FB000381,Mango,Accessories,Fall,23.58,0.0,16,1.3,0,0.1522
FB000382,H&M,Tops,Spring,86.58,27.8,12,1.7,0,0.092
FB000383,H&M,Outerwear,Summer,109.5,1.4,7,2.8,0,0.1141
FB000384,Banana Republic,Accessories,Summer,60.22,0.0,6,2.1,0,0.2484
FB000385,Gap,Outerwear,Winter,133.52,0.0,27,3.6,0,0.1196
FB000386,Banana Republic,Dresses,Spring,27.7,49.6,48,4.5,0,0.147
FB000387,Uniqlo,Tops,Winter,85.94,0.0,42,4.3,0,0.1345
FB000388,H&M,Accessories,Fall,24.64,0.0,6,4.4,0,0.1413
FB000389,Banana Republic,Accessories,Spring,28.82,0.0,30,2.8,0,0.1421
FB000390,Forever21,Shoes,Summer,60.25,24.3,37,1.7,0,0.195
FB000391,Gap,Dresses,Fall,49.44,0.0,19,3.4,0,0.1297
FB000392,Mango,Tops,Winter,41.46,0.0,36,3.5,0,0.0985
FB000393,Uniqlo,Dresses,Fall,85.12,35.4,21,4.7,0,0.1188
FB000394,Mango,Bottoms,Fall,40.76,27.9,22,,0,0.1448
FB000395,Zara,Tops,Winter,74.52,33.3,47,2.0,1,0.1484
FB000396,Zara,Tops,Winter,52.38,47.6,18,2.0,1,0.2883
FB000397,Uniqlo,Dresses,Fall,47.21,57.1,0,4.7,0,0.0908
FB000398,Forever21,Dresses,Winter,141.84,0.0,39,1.7,0,0.1084
FB000399,H&M,Accessories,Winter,18.63,42.9,5,1.1,0,0.1422
FB000400,Zara,Outerwear,Spring,112.29,40.8,27,1.8,1,0.3492
FB000401,Ann Taylor,Dresses,Fall,80.27,46.8,18,4.9,0,0.1285
FB000402,Gap,Accessories,Fall,33.49,21.5,16,,0,0.1409
FB000403,Uniqlo,Accessories,Fall,62.05,0.0,50,1.4,1,0.1486
FB000404,Banana Republic,Accessories,Winter,74.32,0.0,4,2.2,0,0.1427
FB000405,Uniqlo,Outerwear,Winter,217.34,0.0,4,4.2,0,0.1004
FB000406,Zara,Tops,Summer,48.12,56.7,29,1.5,0,0.0775
FB000407,H&M,Shoes,Winter,62.5,0.0,0,1.9,1,0.1171
FB000408,Banana Republic,Outerwear,Winter,160.24,3.4,42,2.4,0,0.1184
FB000409,Gap,Outerwear,Fall,179.8,0.0,25,1.7,0,0.1044
FB000410,Zara,Accessories,Summer,34.15,0.0,27,4.1,0,0.2068
FB000411,Gap,Tops,Spring,101.88,0.0,46,,1,0.3059
FB000412,Banana Republic,Shoes,Summer,187.58,0.0,46,2.9,0,0.1569
FB000413,Ann Taylor,Outerwear,Fall,145.02,0.0,36,2.6,0,0.0889
FB000414,Gap,Bottoms,Summer,74.28,26.9,38,3.4,1,0.2505
FB000415,H&M,Dresses,Fall,71.14,0.0,33,3.1,0,0.1523
FB000416,Ann Taylor,Dresses,Summer,55.21,0.0,2,3.8,1,0.3465
FB000417,Zara,Tops,Summer,61.34,35.4,34,3.9,0,0.1236
FB000418,Mango,Shoes,Spring,138.69,0.0,0,2.9,0,0.0621
FB000419,Gap,Outerwear,Spring,175.7,0.0,20,3.0,0,0.1463
FB000420,Uniqlo,Shoes,Summer,93.35,35.7,25,2.2,0,0.1456
FB000421,Mango,Dresses,Summer,93.81,44.6,37,2.7,0,0.1127
FB000422,Uniqlo,Tops,Summer,103.14,0.0,13,4.5,0,0.1435
FB000423,Mango,Tops,Fall,66.28,32.0,27,3.0,0,0.1011
FB000424,Ann Taylor,Dresses,Spring,37.36,26.3,37,4.1,0,0.1899
FB000425,Banana Republic,Outerwear,Fall,127.75,0.0,32,3.6,0,0.1184
FB000426,Forever21,Tops,Winter,111.64,0.0,13,4.8,0,0.1047
FB000427,Uniqlo,Shoes,Fall,118.99,11.6,47,3.9,0,0.1208
FB000428,Zara,Bottoms,Spring,56.05,0.0,9,,0,0.1106
FB000429,Banana Republic,Dresses,Fall,106.2,0.0,35,4.5,0,0.1107
FB000430,Mango,Shoes,Fall,82.78,20.6,31,3.0,0,0.1595
FB000431,Uniqlo,Accessories,Spring,24.53,0.0,44,4.2,0,0.1457
FB000432,Mango,Shoes,Spring,131.25,0.0,12,1.6,0,0.1066
FB000433,Forever21,Bottoms,Fall,72.85,0.0,25,3.8,0,0.1218
FB000434,Zara,Shoes,Winter,135.39,0.0,26,3.9,0,0.1273
FB000435,Zara,Shoes,Winter,159.93,4.2,17,2.6,1,0.2676
FB000436,Banana Republic,Shoes,Spring,78.91,41.7,17,4.3,0,0.1272
FB000437,Ann Taylor,Bottoms,Spring,96.05,0.0,15,4.0,0,0.1079
FB000438,H&M,Outerwear,Summer,116.1,0.0,27,3.6,1,0.2204
FB000439,Mango,Shoes,Fall,91.53,0.0,8,1.5,0,0.1223
FB000440,Zara,Bottoms,Winter,102.16,0.0,50,,0,0.1597
FB000441,Uniqlo,Shoes,Winter,65.5,3.3,23,1.5,0,0.1275
FB000442,Banana Republic,Accessories,Winter,38.34,0.0,14,1.4,0,0.1742
FB000443,Zara,Accessories,Winter,60.49,0.0,30,2.5,0,0.1562
FB000444,Banana Republic,Outerwear,Spring,90.27,0.0,35,4.2,0,0.1442
FB000445,Banana Republic,Accessories,Summer,45.42,0.0,36,1.3,0,0.2935
FB000446,Ann Taylor,Tops,Spring,58.56,0.0,21,2.3,0,0.1343
FB000447,H&M,Dresses,Summer,167.64,0.0,18,4.1,0,0.1504
FB000448,Zara,Outerwear,Fall,193.14,0.0,7,3.5,0,0.0577
FB000449,Gap,Accessories,Winter,50.69,15.6,49,2.0,1,0.1851
FB000450,Banana Republic,Bottoms,Fall,35.37,0.0,29,4.7,0,0.1523
FB000451,Mango,Accessories,Summer,39.85,0.0,28,2.4,0,0.1921
FB000452,Zara,Tops,Winter,34.65,59.4,5,4.9,0,0.0778
FB000453,Forever21,Bottoms,Fall,81.17,0.0,21,1.2,0,0.0816
FB000454,Ann Taylor,Accessories,Spring,16.81,0.0,16,2.8,0,0.1721
FB000455,Ann Taylor,Tops,Winter,52.07,55.0,6,1.6,0,0.1055
FB000456,Mango,Bottoms,Summer,49.87,0.0,17,2.1,0,0.1787
FB000457,Mango,Shoes,Fall,50.85,52.9,2,4.9,0,0.0952
FB000458,Mango,Shoes,Summer,94.49,31.7,3,2.5,0,0.1042
FB000459,Gap,Tops,Spring,32.01,0.0,43,3.4,1,0.2866
FB000460,H&M,Dresses,Fall,63.77,50.6,10,4.4,0,0.0849
FB000461,Banana Republic,Dresses,Winter,29.9,56.4,30,1.8,0,0.1278
FB000462,H&M,Accessories,Winter,46.46,0.0,30,,0,0.1836
FB000463,Banana Republic,Outerwear,Fall,52.12,58.2,44,3.2,0,0.1073
FB000464,H&M,Bottoms,Spring,36.85,0.0,0,4.4,0,0.1435
FB000465,Ann Taylor,Outerwear,Winter,228.94,0.3,30,3.4,0,0.1256
FB000466,Ann Taylor,Tops,Spring,74.09,0.0,35,3.4,0,0.1266
FB000467,Banana Republic,Bottoms,Spring,27.22,0.0,14,2.4,0,0.1377
FB000468,Ann Taylor,Tops,Spring,32.18,1.4,29,1.5,1,0.1502
FB000469,Zara,Accessories,Summer,26.68,11.8,30,3.4,0,0.2124
FB000470,Uniqlo,Outerwear,Summer,180.57,0.0,28,,0,0.1763
FB000471,Uniqlo,Bottoms,Summer,96.55,0.0,17,4.4,0,0.1806
FB000472,Ann Taylor,Bottoms,Fall,31.32,54.3,38,2.9,0,0.2496
FB000473,Gap,Shoes,Fall,71.94,0.0,45,3.3,0,0.1205
FB000474,Gap,Shoes,Fall,72.73,9.9,37,2.5,0,0.1467
FB000475,Zara,Outerwear,Winter,208.8,0.0,13,1.6,0,0.118
FB000476,Mango,Shoes,Summer,72.59,54.1,36,4.5,0,0.1363
FB000477,Zara,Tops,Fall,85.92,0.0,12,,0,0.0425
FB000478,Gap,Accessories,Spring,69.59,0.0,38,1.5,0,0.1938
FB000479,Zara,Dresses,Winter,110.16,19.1,14,,0,0.1356
FB000480,Mango,Shoes,Spring,124.26,0.0,44,4.0,0,0.1303
FB000481,Banana Republic,Shoes,Winter,129.33,0.0,15,3.1,0,0.1108
FB000482,H&M,Dresses,Spring,86.75,30.0,39,1.9,0,0.109
FB000483,Zara,Shoes,Summer,62.76,0.0,12,4.7,0,0.1152
FB000484,Uniqlo,Shoes,Spring,74.54,0.0,4,3.5,0,0.0772
FB000485,Gap,Tops,Summer,114.03,0.0,2,,0,0.1661
FB000486,Gap,Accessories,Fall,14.91,27.6,36,,0,0.2026
FB000487,Banana Republic,Shoes,Summer,167.86,0.0,17,3.2,0,0.1569
FB000488,Uniqlo,Accessories,Fall,38.75,37.7,16,3.1,0,0.1561
FB000489,Banana Republic,Outerwear,Fall,209.6,6.3,18,1.9,0,0.1093
FB000490,Mango,Accessories,Summer,67.13,0.0,3,1.4,0,0.1648
FB000491,Zara,Dresses,Summer,96.59,33.3,33,2.8,0,0.1184
FB000492,Gap,Outerwear,Winter,71.88,53.0,2,4.6,1,0.3344
FB000493,Forever21,Dresses,Summer,111.29,0.0,48,4.9,0,0.1128
FB000494,Banana Republic,Outerwear,Winter,159.18,0.0,38,2.4,1,0.1561
FB000495,Zara,Outerwear,Winter,215.93,0.0,43,3.5,0,0.1347
FB000496,Ann Taylor,Tops,Spring,34.43,33.4,36,3.4,0,0.1682
FB000497,Ann Taylor,Outerwear,Summer,137.38,0.0,43,3.5,0,0.1697
FB000498,Forever21,Bottoms,Fall,59.18,38.8,46,1.7,0,0.0943
FB000499,H&M,Bottoms,Spring,36.35,38.1,50,1.2,0,0.127
FB000500,Gap,Outerwear,Winter,204.68,0.0,33,3.1,0,0.1626
FB000501,Forever21,Bottoms,Spring,117.26,0.0,29,,0,0.1324
FB000502,Gap,Outerwear,Summer,91.95,0.0,1,2.5,0,0.2138
FB000503,Gap,Bottoms,Fall,94.53,0.0,13,2.4,0,0.1397
FB000504,Mango,Dresses,Fall,69.78,3.0,45,1.4,0,0.0843
FB000505,Ann Taylor,Dresses,Winter,167.23,5.9,47,,0,0.1574
FB000506,Zara,Accessories,Summer,34.4,0.0,43,3.0,1,0.1732
FB000507,Banana Republic,Bottoms,Spring,119.72,0.0,18,3.7,0,0.1315
FB000508,H&M,Accessories,Summer,44.09,0.0,2,2.0,0,0.171
FB000509,Mango,Bottoms,Spring,42.47,0.0,33,4.5,1,0.1704
FB000510,Banana Republic,Dresses,Summer,68.43,0.0,16,,0,0.171
FB000511,Zara,Shoes,Fall,112.8,31.8,9,4.6,0,0.1013
FB000512,Ann Taylor,Accessories,Winter,35.36,0.0,42,4.5,0,0.2152
FB000513,H&M,Dresses,Summer,95.73,0.0,6,4.6,0,0.1208
FB000514,Banana Republic,Accessories,Spring,35.2,51.3,31,1.9,0,0.17
FB000515,Ann Taylor,Outerwear,Summer,80.35,0.0,28,2.9,0,0.2781
FB000516,Banana Republic,Bottoms,Winter,119.04,0.0,35,1.4,0,0.1553
FB000517,Gap,Tops,Winter,34.8,42.5,8,,1,0.1137
FB000518,H&M,Outerwear,Fall,52.01,43.8,33,1.5,1,0.2997
FB000519,Uniqlo,Accessories,Fall,28.4,0.0,4,3.1,0,0.1192
FB000520,Zara,Bottoms,Summer,91.65,0.0,40,3.8,0,0.1699
FB000521,Mango,Accessories,Fall,72.57,0.0,27,2.5,0,0.1161
FB000522,H&M,Bottoms,Fall,39.05,0.0,10,3.5,0,0.1104
FB000523,Zara,Dresses,Winter,113.21,0.0,12,4.4,0,0.0965
FB000524,Forever21,Accessories,Spring,25.34,0.0,17,3.3,0,0.1542
FB000525,Mango,Tops,Spring,42.5,56.7,44,2.6,0,0.096
FB000526,Banana Republic,Tops,Spring,60.54,0.0,35,1.7,0,0.073
FB000527,Zara,Dresses,Winter,122.8,7.4,0,4.2,0,0.0974
FB000528,Ann Taylor,Outerwear,Fall,234.14,0.0,40,1.7,0,0.1097
FB000529,H&M,Accessories,Fall,16.5,48.2,32,4.5,0,0.2111
FB000530,Uniqlo,Accessories,Spring,9.58,36.7,41,3.8,0,0.2049
FB000531,H&M,Shoes,Winter,77.72,0.0,48,1.1,0,0.1437
FB000532,Zara,Accessories,Spring,78.04,0.0,38,4.9,0,0.1212
FB000533,Gap,Outerwear,Fall,169.82,0.0,28,4.0,0,0.0943
FB000534,H&M,Bottoms,Spring,57.87,38.9,39,4.7,0,0.106
FB000535,Ann Taylor,Shoes,Spring,87.83,22.0,29,2.1,1,0.2113
FB000536,Zara,Bottoms,Summer,104.16,0.0,21,1.6,0,0.1459
FB000537,Gap,Outerwear,Winter,174.86,0.0,15,1.7,0,0.1051
FB000538,Uniqlo,Outerwear,Spring,110.25,49.4,42,2.9,0,0.1665
FB000539,Mango,Shoes,Winter,123.14,0.0,15,1.8,1,0.2705
FB000540,Ann Taylor,Tops,Winter,103.96,0.0,23,3.3,0,0.1696
FB000541,H&M,Dresses,Spring,138.45,0.0,18,3.3,0,0.0868
FB000542,Gap,Shoes,Summer,165.1,0.0,7,,0,0.1154
FB000543,Gap,Shoes,Winter,147.25,0.0,15,2.7,0,0.1199
FB000544,Uniqlo,Shoes,Fall,126.23,0.0,48,2.1,0,0.0884
FB000545,Ann Taylor,Outerwear,Fall,229.04,0.0,5,4.5,0,0.1007
FB000546,Ann Taylor,Accessories,Winter,26.05,32.6,46,1.1,0,0.2377
FB000547,Banana Republic,Bottoms,Spring,80.82,0.0,42,,0,0.1847
FB000548,Uniqlo,Accessories,Spring,56.44,0.0,35,4.0,0,0.1333
FB000549,Zara,Dresses,Fall,121.3,0.0,33,2.3,0,0.1196
FB000550,Gap,Bottoms,Fall,73.02,28.4,40,4.5,0,0.1562
FB000551,Banana Republic,Bottoms,Spring,89.99,0.0,26,4.1,0,0.1884
FB000552,Forever21,Shoes,Summer,42.12,34.5,48,4.5,0,0.1703
FB000553,Zara,Dresses,Spring,168.92,0.0,11,4.4,0,0.0806
FB000554,Gap,Bottoms,Summer,43.66,49.5,19,4.3,0,0.1243
FB000555,Forever21,Tops,Winter,29.88,18.9,39,1.2,0,0.1386
FB000556,Ann Taylor,Tops,Spring,38.5,0.0,2,3.2,0,0.0922
FB000557,Mango,Bottoms,Winter,42.38,37.7,40,2.1,0,0.1475
FB000558,Uniqlo,Dresses,Fall,117.23,0.0,30,,1,0.1999
FB000559,Ann Taylor,Tops,Spring,79.33,0.0,10,3.4,1,0.081
FB000560,Mango,Bottoms,Summer,43.44,42.7,11,2.0,0,0.1945
FB000561,Ann Taylor,Dresses,Spring,141.42,0.0,10,2.5,0,0.0887
FB000562,Uniqlo,Shoes,Spring,124.2,0.0,24,1.0,0,0.1278
FB000563,Forever21,Bottoms,Winter,48.42,0.0,6,4.3,0,0.1807
FB000564,H&M,Dresses,Fall,119.4,0.0,45,4.2,0,0.1092
FB000565,Mango,Shoes,Summer,186.07,0.0,41,2.6,0,0.1228
FB000566,Mango,Shoes,Summer,109.46,0.0,38,4.1,0,0.1169
FB000567,Gap,Dresses,Winter,66.57,42.7,3,3.5,0,0.1134
FB000568,Zara,Accessories,Winter,30.43,26.3,5,4.7,0,0.1503
FB000569,Uniqlo,Tops,Winter,52.07,45.0,47,2.6,0,0.1531
FB000570,Zara,Accessories,Spring,32.67,32.7,39,2.8,0,0.1263
FB000571,Gap,Tops,Summer,75.22,0.0,22,2.1,1,0.3575
FB000572,H&M,Shoes,Summer,68.97,30.3,16,,0,0.1079
FB000573,H&M,Tops,Spring,39.56,0.0,15,,0,0.0485
FB000574,Uniqlo,Outerwear,Winter,153.88,0.0,42,2.2,0,0.1162
FB000575,Ann Taylor,Accessories,Summer,68.87,0.0,9,1.1,0,0.1927
FB000576,Ann Taylor,Bottoms,Fall,15.62,38.9,48,,0,0.2698
FB000577,H&M,Outerwear,Fall,246.49,0.0,20,4.8,0,0.1447
FB000578,H&M,Accessories,Fall,52.41,0.0,14,,0,0.1263
FB000579,Zara,Tops,Summer,33.77,0.0,12,3.8,0,0.0931
FB000580,H&M,Shoes,Summer,96.7,0.0,28,3.0,0,0.1289
FB000581,H&M,Dresses,Spring,95.81,0.0,47,4.9,0,0.1403
FB000582,Gap,Tops,Fall,41.58,0.0,3,1.6,0,0.0706
FB000583,Uniqlo,Tops,Summer,43.59,6.6,35,1.3,1,0.3515
FB000584,Zara,Bottoms,Winter,10.55,59.4,40,,0,0.1935
FB000585,Uniqlo,Outerwear,Summer,176.15,14.0,27,3.8,0,0.1545
FB000586,Zara,Tops,Winter,22.97,47.1,44,4.7,0,0.2623
FB000587,H&M,Accessories,Summer,24.1,40.5,25,2.9,0,0.2743
FB000588,Forever21,Bottoms,Winter,61.37,16.6,34,4.0,0,0.1925
FB000589,Ann Taylor,Accessories,Summer,17.67,0.0,29,4.3,0,0.2536
FB000590,Gap,Dresses,Winter,50.41,28.0,23,,0,0.2375
FB000591,Mango,Shoes,Fall,52.59,33.7,38,3.0,1,0.317
FB000592,Zara,Accessories,Summer,45.24,0.0,20,3.0,1,0.229
FB000593,H&M,Tops,Summer,54.87,13.6,19,,0,0.2078
FB000594,Ann Taylor,Bottoms,Winter,36.67,33.6,9,,0,0.1979
FB000595,Banana Republic,Dresses,Fall,137.59,0.0,18,,0,0.1069
FB000596,H&M,Shoes,Fall,65.8,0.0,46,3.2,0,0.096
FB000597,Uniqlo,Shoes,Winter,88.42,0.0,44,3.4,1,0.1481
FB000598,Mango,Dresses,Fall,75.54,0.0,6,4.6,0,0.0889
FB000599,H&M,Shoes,Spring,185.13,0.0,49,4.9,0,0.1981
FB000600,Mango,Outerwear,Fall,132.58,0.0,45,1.6,0,0.1087
FB000601,Zara,Bottoms,Fall,93.38,0.0,7,3.5,0,0.0896
FB000602,Ann Taylor,Accessories,Fall,47.28,0.0,38,4.2,0,0.1857
FB000603,Banana Republic,Bottoms,Spring,59.88,0.0,33,2.9,0,0.2117
FB000604,H&M,Dresses,Winter,140.07,0.0,15,2.7,0,0.1027
FB000605,Uniqlo,Accessories,Winter,66.6,0.0,47,4.0,0,0.1298
FB000606,Gap,Accessories,Summer,25.72,35.4,9,4.6,0,0.1647
FB000607,Zara,Accessories,Fall,70.74,0.0,49,1.8,0,0.1169
FB000608,Zara,Dresses,Spring,95.33,0.0,36,,1,0.1258
FB000609,Forever21,Accessories,Spring,23.13,29.1,9,1.4,0,0.1483
FB000610,Mango,Bottoms,Summer,41.07,0.0,10,4.8,0,0.1471
FB000611,Zara,Bottoms,Winter,43.1,0.0,34,4.9,0,0.1875
FB000612,Ann Taylor,Outerwear,Winter,73.56,27.9,21,2.2,1,0.2023
FB000613,Mango,Accessories,Winter,54.11,0.0,15,2.6,0,0.1551
FB000614,Mango,Accessories,Winter,43.5,0.0,35,2.8,0,0.1544
FB000615,Banana Republic,Accessories,Winter,66.0,0.0,19,2.6,0,0.144
FB000616,Banana Republic,Bottoms,Summer,38.85,0.0,10,3.8,0,0.1647
FB000617,Zara,Accessories,Summer,61.29,0.0,15,4.0,0,0.1646
FB000618,H&M,Bottoms,Spring,90.66,0.0,49,2.4,1,0.2568
FB000619,Mango,Dresses,Fall,119.96,0.0,5,5.0,0,0.0753
FB000620,Forever21,Shoes,Fall,130.21,0.0,50,4.7,0,0.1091
FB000621,Banana Republic,Tops,Winter,49.68,0.0,15,2.8,0,0.1288
FB000622,Zara,Accessories,Spring,46.58,0.0,42,1.7,0,0.1288
FB000623,Mango,Accessories,Summer,69.88,0.0,8,2.8,0,0.1168
FB000624,Forever21,Accessories,Fall,32.15,0.0,17,1.9,1,0.154
FB000625,Forever21,Bottoms,Summer,36.34,0.0,6,4.5,1,0.2963
FB000626,Mango,Bottoms,Fall,93.01,0.0,34,1.4,0,0.0923
FB000627,Gap,Tops,Winter,75.0,0.0,19,1.6,0,0.1472
FB000628,Zara,Outerwear,Fall,71.51,12.4,3,,0,0.1292
FB000629,Uniqlo,Bottoms,Spring,109.81,0.0,17,1.9,0,0.0878
FB000630,Ann Taylor,Bottoms,Fall,47.7,0.0,14,2.3,0,0.227
FB000631,Banana Republic,Tops,Winter,96.08,0.0,7,2.5,0,0.0828
FB000632,H&M,Tops,Winter,27.27,2.6,2,,0,0.0518
FB000633,Zara,Bottoms,Winter,49.07,6.4,42,2.6,0,0.1071
FB000634,Gap,Accessories,Summer,55.52,18.3,37,,0,0.3666
FB000635,Ann Taylor,Dresses,Fall,131.92,0.0,10,2.5,0,0.0591
FB000636,Ann Taylor,Outerwear,Spring,205.77,0.0,38,1.0,0,0.1385
FB000637,Uniqlo,Tops,Winter,86.82,11.3,27,1.3,0,0.1003
FB000638,Zara,Shoes,Summer,109.55,0.0,32,1.4,0,0.1656
FB000639,Zara,Bottoms,Fall,47.33,10.6,50,2.7,0,0.1152
FB000640,Banana Republic,Bottoms,Winter,58.08,18.0,21,2.9,0,0.1857
FB000641,Mango,Dresses,Fall,53.17,0.0,14,4.5,1,0.1498
FB000642,Banana Republic,Bottoms,Summer,64.32,46.2,14,,0,0.13
FB000643,Mango,Dresses,Winter,144.43,0.0,41,3.6,0,0.0785
FB000644,Mango,Outerwear,Spring,172.93,0.0,43,4.7,1,0.1988
FB000645,Gap,Outerwear,Winter,114.4,40.4,21,2.9,0,0.1775
FB000646,H&M,Dresses,Winter,128.56,0.0,45,2.4,0,0.0829
FB000647,H&M,Dresses,Summer,57.85,53.0,38,2.5,0,0.0826
FB000648,Ann Taylor,Outerwear,Spring,119.78,0.0,22,1.5,1,0.2947
FB000649,Banana Republic,Bottoms,Summer,110.6,0.0,19,,1,0.2633
FB000650,Zara,Tops,Spring,58.16,0.0,29,4.1,0,0.0769
FB000651,Mango,Outerwear,Fall,208.82,0.0,45,1.8,0,0.068
FB000652,Ann Taylor,Shoes,Winter,192.74,0.0,43,4.3,0,0.1362
FB000653,Gap,Accessories,Fall,58.61,18.4,50,1.9,0,0.2469
FB000654,Zara,Shoes,Summer,145.4,0.0,14,2.0,0,0.1214
FB000655,Mango,Bottoms,Summer,51.94,0.0,9,3.2,0,0.1301
FB000656,Ann Taylor,Accessories,Spring,77.48,0.0,49,3.3,1,0.2016
FB000657,Mango,Dresses,Summer,32.69,45.2,14,2.6,0,0.1726
FB000658,Uniqlo,Bottoms,Summer,102.07,0.0,26,,1,0.2403
FB000659,Banana Republic,Accessories,Spring,48.57,0.0,12,4.7,0,0.1297
FB000660,Gap,Shoes,Summer,121.55,0.0,16,,1,0.2613
FB000661,Ann Taylor,Accessories,Winter,32.69,44.8,21,2.0,0,0.1979
FB000662,Ann Taylor,Tops,Spring,57.27,2.1,24,3.9,0,0.0984
FB000663,Forever21,Accessories,Fall,73.85,0.0,46,2.0,0,0.0956
FB000664,H&M,Bottoms,Summer,72.59,36.5,41,4.1,0,0.121
FB000665,Forever21,Bottoms,Summer,81.35,11.0,18,1.6,0,0.1867
FB000666,Forever21,Accessories,Winter,69.77,0.0,30,,1,0.1502
FB000667,H&M,Tops,Summer,72.95,0.0,27,4.8,0,0.1972
FB000668,Ann Taylor,Bottoms,Summer,36.99,42.2,35,3.2,0,0.2115
FB000669,Banana Republic,Dresses,Summer,36.0,51.9,35,2.5,0,0.1563
FB000670,H&M,Outerwear,Spring,158.84,0.0,30,4.6,0,0.1476
FB000671,Mango,Shoes,Spring,39.89,58.6,16,3.9,0,0.07
FB000672,H&M,Bottoms,Spring,43.96,13.9,16,1.3,0,0.1094
FB000673,Banana Republic,Bottoms,Summer,36.62,26.4,24,3.8,0,0.2525
FB000674,Mango,Dresses,Spring,148.98,0.0,11,2.2,1,0.2039
FB000675,Gap,Accessories,Winter,72.24,0.0,35,4.1,0,0.1823
FB000676,Mango,Tops,Winter,94.92,0.0,5,3.3,0,0.0898
FB000677,Banana Republic,Outerwear,Fall,91.08,0.0,47,4.9,0,0.0895
FB000678,Banana Republic,Accessories,Fall,20.73,58.3,4,1.6,0,0.1453
FB000679,Gap,Accessories,Winter,21.45,7.1,11,1.2,0,0.1284
FB000680,Zara,Accessories,Spring,49.95,0.0,29,4.3,0,0.1355
FB000681,Forever21,Accessories,Winter,25.7,0.0,38,3.2,1,0.1664
FB000682,Mango,Shoes,Summer,175.22,0.0,8,4.9,0,0.1178
FB000683,Ann Taylor,Bottoms,Summer,37.57,0.0,18,1.9,0,0.2962
FB000684,Zara,Outerwear,Spring,245.87,0.0,27,2.6,0,0.1178
FB000685,Banana Republic,Bottoms,Winter,116.92,0.0,13,3.2,0,0.1694
FB000686,Ann Taylor,Dresses,Winter,103.11,0.0,17,,0,0.1379
FB000687,Uniqlo,Outerwear,Fall,237.7,0.5,28,2.7,0,0.0566
FB000688,Uniqlo,Shoes,Summer,75.87,12.6,6,1.7,0,0.1575
FB000689,Mango,Bottoms,Summer,51.86,11.8,8,,0,0.218
FB000690,Ann Taylor,Bottoms,Spring,19.99,52.0,20,1.2,0,0.2243
FB000691,H&M,Tops,Spring,33.06,46.4,50,2.7,0,0.1175
FB000692,H&M,Bottoms,Fall,40.39,0.0,16,,0,0.1386
FB000693,Ann Taylor,Tops,Fall,51.94,45.4,46,2.5,0,0.2574
FB000694,Zara,Bottoms,Fall,115.14,0.0,43,2.5,0,0.0676
FB000695,H&M,Tops,Summer,59.58,0.0,27,3.3,0,0.2402
FB000696,Uniqlo,Shoes,Spring,169.89,0.0,12,1.2,0,0.0515
FB000697,Mango,Shoes,Winter,90.97,22.5,42,2.8,1,0.1575
